text_id,author_id
1113573,14961
1113869,411306
1117244,411306
1121251,182343
1123538,137482
1124308,378616
1124601,58425
1125830,308474
1127654,342449
1128121,210915
1128886,184335
113050,20965
1130867,396247
1131020,396247
1132352,1896
1133700,305853
1133742,358333
1133756,358333
1133767,358333
1134779,189508
1135079,293210
1135308,14961
1135309,292262
1137508,66659
1140085,14961
1141684,279180
1144845,259879
1145969,58867
1147715,279060
1149785,118873
1149835,118873
1150157,201663
11508,124
1151107,32152
1151249,56518
1153060,38660
115507,6888
1155590,442285
1156086,371071
1156546,171871
1156551,171871
1156866,215642
1157564,244567
1160612,38660
1163054,189463
1163074,189463
1163571,447701
1163755,447772
1163798,189212
116380,40276
1165455,396247
1167328,8508
1168579,447701
1172601,445805
1174315,281027
1175311,246561
1175321,246561
1175327,246561
1175355,246561
1175735,246561
1177538,246561
117777,34917
117981,45902
1185217,172313
1185907,314350
1185994,3999
1186516,130929
1187417,105146
1189301,284873
1190340,137864
1190873,137482
1193956,237838
1195880,277125
119661,45902
1196972,59973
1200360,208934
1200626,171209
1201029,139311
1201078,139311
1202365,333530
1204340,28848
1205199,401919
1209893,25383
1210602,148424
1212227,291706
1213260,456467
1214504,365224
1218279,104102
1219266,338110
1220088,380997
1222931,134502
1224346,464421
1224417,14961
1224423,14961
1224439,14961
1224634,279060
1225421,351517
1229556,329640
1229670,14961
1230193,25383
123037,8859
1231089,246561
1231115,451863
1234298,77959
1235180,40171
1237269,139311
1238574,191373
123892,40276
1239190,171871
1239236,171871
124157,23714
1243075,25383
1243088,137864
124394,31091
1249139,224047
1250131,25383
1251053,82943
1251066,82943
1251107,121021
1251428,228342
1252805,82943
1253550,189212
1255021,104102
1256336,70896
1256940,118873
1257494,9598
1258538,105470
1261600,132589
1262712,103347
1263578,346532
1264938,426528
1265193,482427
1265211,482427
1268081,305853
1268333,237838
1268811,224047
1270694,188229
127116,53730
1271478,53542
1272222,36203
1274423,182343
1274475,75144
1274788,228342
1274892,189212
1276967,274067
1277446,296030
127769,7074
1278805,82943
1280529,426924
1282478,208934
1283189,171106
1283232,171106
1283793,159066
1283920,53542
1286509,474882
1289074,346167
129161,5085
1293295,205774
1294806,278266
1295632,442930
1297523,32350
12978,261
1298528,215642
1298660,274067
1300495,398514
1300652,442930
1300913,178791
1302542,105066
1304928,114442
1305419,188229
1305596,301106
1307689,301106
1307900,47618
1310779,72823
1313412,409280
1314012,100414
1314016,100414
1314068,177955
1315423,346532
1316510,125485
1316718,7878
1318654,301163
1318774,82943
1323454,296030
1323582,110822
1323983,82943
1328148,265127
1329214,246561
1329781,246561
1329873,351517
1331014,117252
1331744,15280
1333198,504792
1333613,99653
1334379,1164
1335204,430
1340428,135021
1343605,192734
1344079,301163
1345195,246561
1345987,117252
1346609,399140
1347730,122317
1350198,257456
1350456,122317
1350643,347712
1351632,122317
1352581,224047
1352713,399140
1354473,70498
1354645,125830
1354677,53542
1354694,53542
1356438,107130
1356965,371071
1359934,46798
1360675,504792
1363252,308366
1364859,246561
1366847,99653
1367676,35384
1369605,32350
136994,10322
1370410,308366
1372244,246561
137310,57453
1373224,53542
1373259,53542
137888,8224
1380211,409865
1383322,47618
1383739,104102
1384748,244567
1385043,244567
1385144,164429
1386075,104102
1387366,240508
1388137,454438
1389327,125485
1390176,316183
1391830,517400
139228,7286
139479,19717
1395570,32152
1397354,346532
1399641,184691
1399889,426528
1400007,296030
1401429,517400
1401501,517400
140258,10436
140319,49011
1403983,432451
1404128,32152
140428,59102
1405160,308366
1405398,340910
1407063,259879
1411262,82943
1411601,99653
1412582,432451
1412932,224047
1413098,425509
1414813,269190
141487,51834
1417716,532995
1423752,274067
1423964,296030
1424016,535448
1424699,53542
142596,59102
1426484,130929
1426592,104102
142908,20965
1430784,238299
1431611,428808
1432334,526021
1432846,267129
1432906,43500
1437329,84712
143808,1896
1440497,538404
1441297,130929
1442660,135021
1443190,327963
1443987,244171
144465,10436
1445262,520618
1445773,333892
1446575,244171
1446831,333892
1448029,330008
1451014,189212
1452985,40308
1453242,38026
1455393,32152
1455630,97065
1455960,547936
1456105,547936
145615,23714
1457040,520618
1458660,137864
1461215,547936
1461606,338110
1462388,274067
146516,10322
1465780,520618
1468193,57675
1468925,74993
1471782,149636
1472232,74993
1472382,184335
1474449,189212
1475528,74993
1477769,84712
1478057,556399
1478902,114442
1480190,99653
1480259,481493
1482941,409865
1482962,551455
1483233,304477
1488786,455004
1488812,455004
1489492,171033
1489510,318581
1491088,84712
1493254,215277
1493280,371071
1494498,244171
1495313,246561
1495455,224047
1495516,474605
149561,23714
1495749,44868
1496011,130910
1496392,70498
1500579,246561
1500964,47449
1500996,246561
1502671,480142
1503931,424297
1506004,17300
1506706,31058
1509536,32350
1509649,246561
151196,63387
1512245,526021
1512473,246561
1512535,3191
1514024,256851
1515211,556399
1517716,148058
1523127,184691
1526976,376426
1528491,376361
1529282,368238
1529840,117252
1530791,328652
1532818,504132
1535881,262892
1536145,538404
1536899,538404
153829,33127
1538632,43500
1540677,82708
1543750,516684
154522,45902
1545477,314350
1546451,564260
1547109,41740
1548506,149636
1549870,516684
1549931,560504
1552381,7264
1553811,77898
1554553,190911
155531,34275
155544,34275
1556174,180639
1556205,180639
1557306,486794
1558438,214200
1558936,7286
1559874,241096
156059,31091
156070,31091
1561527,549230
156396,19510
1564638,538404
1567835,134502
156815,61973
1569120,224047
156915,65730
1570291,428808
1570303,431744
1571447,296030
1572612,246561
157396,34917
15742,5839
15746,5839
1576526,180639
1577037,54281
1577887,246956
1579438,474605
1579444,484861
1581862,306953
1582021,31091
1583716,595438
1584212,453775
1584307,530235
1585423,148516
1586139,285628
1587441,328652
158760,61973
1588118,289582
158850,52561
1589084,406767
1589667,581465
158981,13022
1591654,330558
159232,37056
159407,43665
1595136,1164
1598686,301277
159981,65730
1599927,134502
1600549,560504
1600778,159066
1603349,180639
1603401,432451
1607976,176219
1611841,597813
1611846,597813
1611848,597813
161187,57453
161231,57453
1612313,224047
1612369,436618
161263,57453
161276,57453
1612781,58867
161302,57453
161315,57453
1616378,77959
1619582,35384
1619771,271810
1620530,274151
1625266,224047
162872,57453
162875,57453
1631860,564260
1632286,538404
1632863,99653
1635519,82943
1635526,82943
1636744,35384
1637046,551455
1638450,437653
1639178,469003
1640386,308735
1641386,556787
1642216,198809
1643557,474855
1644064,189212
1645052,595438
164666,42079
1647273,451863
1647400,584584
1647645,171209
1648573,568242
1650190,261744
165365,21170
1653656,428808
1654732,497446
1654815,8849
1657568,267129
1657677,608256
1658027,15350
166215,25116
1662538,378616
1663564,35384
1663750,560504
1666248,436618
1666989,572865
1670356,99653
1672184,99653
1672222,549230
1672547,149636
1673544,538404
1674454,406390
1674745,120636
1676760,291706
1677333,330281
1677640,330281
1677883,65399
1679803,104102
1680254,223575
1682877,130929
1684033,166299
1684725,181461
1684864,44868
1686478,104102
1688275,174629
1688855,171261
1689390,346532
1690222,65399
1692251,333918
1693838,246561
1693873,597829
1695799,201663
169725,63857
1698945,642395
1698955,642395
1702451,103347
1703269,433668
1704421,358228
1705976,7243
1706579,560504
1709154,556787
1710522,169805
1710965,99653
1711096,391420
1715198,379448
1715233,379448
1715743,406390
172027,19510
1721490,560504
1724702,169805
172535,124
172544,124
1727092,425509
1728464,259879
173235,23044
1732491,100414
1732493,637044
1732517,637044
1735398,480142
1735857,637044
1736867,379448
1738307,82708
1738742,301097
1739584,208713
1740832,480142
1741107,111524
1743271,515048
1745532,82928
1746294,556787
1747361,100414
174907,63278
1749474,169805
1750300,657646
1751822,95167
1751906,391420
1752410,536096
1752653,208713
1753793,390644
1756038,425509
1762555,664529
1763932,167865
1763934,167865
1766145,482016
176683,45902
1767320,358228
1767461,284873
176952,23044
1771017,114442
1775228,82928
1776745,242346
1777331,470681
1777735,134502
1778083,99653
1778262,597829
1778556,169805
1779186,660216
1780245,601092
1780662,296030
1781035,435350
1783023,504655
1783355,186512
1783727,167865
1785339,190911
1786790,539207
1787096,73917
1787457,301097
178825,23044
1789987,148516
1793760,183868
179506,56113
1796284,629104
1798271,435350
1798477,100414
1799465,572917
1799505,15280
1800090,220397
1800842,572917
180175,7074
1803732,572917
1805063,223575
1805681,362249
1807630,68608
180893,23044
1809369,504655
1809373,8849
181018,20965
1810345,35384
1812194,110677
1814172,125830
1816025,110677
1816405,208713
1816719,333918
181821,124
1820926,504655
1821109,669665
1821942,104102
1822707,169805
1823285,355692
1823711,365224
1825461,121021
1826429,296030
183529,44976
183592,44976
1836070,23781
1837233,49569
1837240,49569
1837300,49569
1837333,49569
184176,25858
1842227,560042
1842346,474855
1842359,74993
1848865,46798
185253,53730
1853357,65770
1853905,330281
1855034,180639
1855122,180639
1857188,219544
1858416,660216
185928,66744
1859360,355846
1859659,82708
1861140,82928
1865314,705608
1865996,469003
1868261,296030
1870079,246561
1871242,542521
1872825,224473
187338,7286
1873728,706361
1873852,122704
1878342,669665
1882297,378616
1884381,169560
1885048,125830
1885379,169805
1885526,65175
1886354,345782
1886722,65175
1887600,54281
1888389,5578
188932,43665
1889648,687007
1890189,249750
1890406,5578
1891536,32152
1892004,221035
1892276,9598
1892478,198436
189324,45902
1895789,125830
1896053,579504
1897326,277125
1897959,162079
189807,7286
1899145,169805
1899329,198188
1900581,91902
1900924,355846
190264,25905
1902714,250068
1903559,130929
1906503,672097
1909385,82708
190957,78111
190965,78111
190975,78111
190976,78111
190980,78111
190986,78111
190989,78111
190992,78111
191000,78111
191001,78111
1910460,355846
1911306,530235
191278,15650
1914560,497446
1914958,602851
1915070,271810
1916538,132589
1917749,433668
1920531,379448
1921859,72823
1924893,572865
1925248,633383
1926263,572865
1929768,115740
1930236,135021
19306,7425
1931523,371071
1932371,609228
1932921,485777
1932954,199032
1933171,222025
1934168,731372
1934786,535448
1935278,345031
193612,23044
193644,63278
1936774,433668
1936808,538147
1936836,332458
1937044,256601
1937413,59973
1938716,572917
1941229,224473
1941624,275859
1942379,519989
1942578,551455
1944095,149636
1944973,572917
1945717,735910
1945781,435350
1946535,197709
194790,52561
1948064,428808
1948327,72823
1948751,169805
1948911,73231
1949415,125726
1950475,243179
1951659,117252
1952241,727815
1953123,657646
195315,45902
1953182,486794
1953210,684314
1953226,412126
1953244,36755
1953690,9918
1955552,538147
1957111,657646
1958246,551455
1958940,303376
1960131,183551
1961676,523849
1965530,169805
1965675,162079
1967464,243179
1968271,169805
1968696,65175
196951,54531
196954,54531
1969702,727815
1970854,139126
1971449,551455
1972382,159066
1976778,167285
1977152,169805
1981907,445805
1984646,249750
1985498,355692
1985873,346532
1986082,164710
1986154,44868
1987729,465695
1988210,598165
1989262,25383
1989587,296030
1991027,25383
1991613,50564
1992004,669665
1993865,556787
1997433,96002
2000907,449877
2001207,190911
2002478,68608
2004214,296030
2004663,239286
2006624,241096
2007292,482016
2008403,106236
2008428,126314
2008854,55236
2010752,169805
2011648,240444
2012694,25383
2013150,65175
2014704,672559
2016485,47648
2017094,409865
201806,78127
2019214,344763
2019948,35384
2020345,44868
2020865,53542
2022442,764882
2024496,539207
2024512,65175
2024622,65175
2024834,766747
202796,28756
2028270,274151
2030209,333918
2030350,182343
2033384,134502
2035953,760201
2036271,2918
2037465,25383
2038214,312470
2040427,760201
2042187,766145
2043246,694149
2043314,694149
2044269,739060
2045427,694149
2045440,694149
2045503,694149
205289,17082
2056514,740087
2057899,779427
205810,68082
2059324,326311
2059504,250068
2060573,274067
206411,55751
206515,55751
2065810,169805
2068090,224473
2068682,80116
2069311,372446
2073042,38026
2074421,189212
2075274,764382
2075285,99167
2075683,764382
2077832,598165
2077850,49667
2079068,787439
2080442,385301
2082700,629773
2084022,788876
2084686,700852
2085032,740087
2086211,237673
2087409,788876
2088082,694149
2088671,700852
2088858,42079
2089500,159066
2091118,538147
2091415,515463
2092199,318581
2092335,183868
2092346,436618
2093864,127431
2094336,318581
2095933,378616
2096508,65175
2096657,189508
2100383,120636
2101803,43500
2102406,301581
2102563,318581
210282,28756
2106292,117252
2107703,228355
2108094,243179
2109047,111524
2109204,572865
2110120,762446
2111169,5839
2111307,645288
2111394,122317
2114465,801253
2118604,628198
2118915,209156
2119362,171836
2119454,764882
2119657,282193
2119854,25383
2120192,25383
2121233,25383
2122052,25383
2123174,139126
2125380,553043
2125421,553043
212619,57453
2127567,47648
2128079,73231
2128846,802618
2128865,802618
2128887,802618
2129250,530960
2130804,171854
2130831,597248
2131588,169805
2134911,795578
213631,23044
2137259,322173
2137915,804508
2138758,256601
2138820,465695
2141417,357333
2141554,122317
2144278,46798
2148278,114562
2148627,678686
2149587,277744
2150147,436618
2150788,6619
2151068,65175
2152609,409646
2153079,436243
2155869,65175
215613,86879
2156552,694149
2156613,694149
2156646,795578
2156789,68608
2157642,515887
2159651,122317
2159682,701101
2160697,99653
2161209,127431
2162945,409646
2164898,355846
2164979,409280
2165830,25383
2166348,25383
2166512,72823
2166678,84712
2167985,224473
2168369,584254
2168452,224473
2170390,584254
2171167,629773
2171457,157142
2171685,515887
2171770,179842
2172076,99653
2174027,403405
2174524,403405
2175361,98994
2175780,798297
2176145,760201
2176211,726342
2176452,301097
2177715,800660
2178285,403405
2178319,694149
2178405,15317
2179448,130929
2179607,783111
2180587,171261
2180914,539207
2180938,403405
2181750,802648
2181769,190911
2182545,193255
2182822,127431
2182892,802648
2182913,772997
2184550,396259
2186144,65175
2187459,772997
2187617,47648
2187896,602367
2188022,772997
2188759,130929
2188839,164429
2190527,118559
2192316,96652
2193403,125726
2193957,530960
2194219,45066
2195218,183551
2195500,25383
2196219,772997
2197474,602367
2197659,555732
2198754,157291
2199165,792829
2199507,79262
2201209,474282
220175,3191
2201806,17300
2202239,422068
2202424,584254
220292,10322
2203084,628855
2203505,35384
2203731,529870
2205253,804621
2206165,532511
2207344,285628
2210149,365224
2210445,25383
2212567,792829
2213312,650033
2214163,312470
2214222,312470
2214254,571304
2220113,122317
2220244,99653
2220354,127431
2220400,127431
2220850,744246
2221191,171854
2222981,526021
2223503,594854
2223818,476092
2223958,164710
222424,76700
2224253,149636
2224578,243049
2224724,799896
2226254,204362
2227481,285628
2227529,157291
2228088,799896
2228140,555732
2229458,848087
2230064,594854
2230152,584254
2231753,87761
2232175,328652
2232183,804621
2232389,139311
223300,86879
223335,56113
2233449,464011
2233894,122317
2234012,406390
2237219,792829
2237381,611763
2237598,830811
223813,77703
2240391,182343
2240687,25383
2240741,812256
2243845,644334
2244065,210474
2244700,68608
2244944,179358
224795,91829
2248706,171836
225113,10322
2251969,744246
2252009,25383
2252305,629773
2255432,409280
2256605,831528
2260880,840464
2261281,333918
2262160,333918
2262270,547722
2262288,547722
2263050,282193
2264769,28710
2268126,229286
2269466,242102
2270917,65175
2271158,25383
227447,57675
2275409,35312
2277299,865620
2277876,865620
2277926,171836
227813,7286
2279187,29946
2279694,779886
2280331,58867
2280808,243879
2280810,243879
2281188,172313
2283864,779886
2284284,242
2286573,99653
2286592,52505
2286648,648206
2287635,770465
2288277,105470
228889,56113
2289857,435350
2291439,555732
2291876,25383
2293657,571304
2293825,202526
2295440,243179
2295577,539207
2295622,539207
2295925,521138
2297626,840464
2298343,301277
2299018,831528
2299346,406390
2299381,166299
2300214,388713
2300329,206354
2301243,166299
2301498,430863
2302771,105066
2304064,139311
2304685,78285
2304815,139311
2307222,691187
2308765,68608
2309830,47107
2310681,430863
2310971,756274
2312719,206354
2312828,58867
2314280,101990
2314336,101990
2314984,872135
2315911,755033
231721,8859
2317932,183868
2318988,521138
2321732,572865
2323858,355846
2324963,236042
2327098,251891
2327885,68608
2328213,3117
2330521,288641
2332775,431744
2333709,665923
2334049,320972
2334893,183868
2335249,530686
2335895,431744
2337590,870361
2338115,767429
2338204,430863
2341946,305959
2342065,228355
234316,10322
2343567,376426
2346589,538147
2348825,689680
2349953,35384
235056,37056
2351226,608256
235162,10322
2352054,701101
2352064,330327
2352250,772997
2353326,598737
2355406,184335
2355675,401919
2357447,177845
2358535,899039
2358823,799896
2360949,628855
2362792,844629
2363399,3999
2364365,802618
236446,73005
2364926,849453
2365483,318581
2366291,551058
2370822,760404
2371387,662965
2372029,185042
2373182,318581
2373189,31091
2374541,804508
2376252,341471
2376402,767429
2376471,725787
2377602,590258
2379021,799896
2379188,341471
2379747,18791
2380312,851143
2380346,598165
238077,42893
2382065,598165
2382542,352529
2382675,330873
2382710,792834
2383694,330558
2384141,551058
2384370,551058
2384556,725787
2387359,159692
2387477,341471
2388293,532918
2390093,849320
239276,45902
2395227,84712
2395789,684626
2396986,431744
2397521,626726
2397527,626726
2397674,177955
2400604,430863
2400608,430863
2400615,430863
2400994,65399
2405790,626726
2406041,148058
240819,86075
2408757,318581
2409735,629773
2412238,863719
2412443,695710
2412608,644334
2416109,798297
2416133,899039
241644,7286
2417001,571304
2417126,224473
2417601,532312
2417722,57675
241776,90073
2418146,547936
2419605,921387
2419923,530686
2419994,598165
2420370,18936
2422358,246561
2422988,412126
2423742,314350
2423933,314350
2423942,571304
2427891,924374
2428767,779427
2430660,341471
2430958,598165
2432469,287001
2432999,908669
2433099,564961
2433123,564961
2433175,564961
2433234,564961
2433337,564961
2435537,58285
2435584,58285
2438262,46595
243905,100414
2439055,622194
2439166,584707
2439627,82708
2439888,163446
2441041,46595
24420,7286
2442086,148514
2442333,305853
2444370,129836
2444684,461812
2445328,798297
2445578,844629
2446084,792829
2446794,243262
2447047,206354
2447904,58867
244893,86075
2449126,26615
2450405,97586
2450454,142574
245236,68650
2452661,798297
2454615,278536
2454897,321515
2459018,102567
2459529,844629
2459958,903765
2460295,936034
2460327,58425
2462159,936034
2463817,18936
2463996,936034
2464551,362249
2466472,138062
2468421,4556
2468505,68608
2469968,257456
2470058,296030
2470171,105066
2471880,97586
2471934,105146
2472062,523849
2473451,870361
2474645,30124
2474900,528237
2475355,841933
2475488,532918
2476435,735910
2476926,532312
2477081,925636
247718,85893
2480960,134847
248325,102252
2485137,305959
2486572,547936
2489530,51834
2491572,183551
2493071,257989
2495460,791125
2495690,318581
2496084,246561
2496227,171836
2496602,460083
2497149,296030
2500011,951935
2500119,122805
2500828,159692
2502572,239065
2504196,240444
2504298,240444
2504347,460083
2504438,633383
2505631,280400
2508133,188766
2509084,792193
2510204,26615
2510739,701098
2510917,227027
2513467,257989
2514218,165941
2516386,227027
2517470,695351
2519269,551455
2521006,157142
2521169,960423
2521205,960423
2522533,227027
2523215,672998
2523317,672998
2523378,672998
2523464,672998
2523837,672998
2523860,672998
2523880,672998
2523885,672998
252471,7264
2526789,924374
2527047,519989
2527431,167285
2527466,770465
2528303,169560
2528705,186512
2529041,532312
2532000,908669
2532939,840464
2533152,840464
2533756,767640
2534510,405340
2536875,737013
2536882,228355
253892,97286
253916,97286
2539561,605387
2540321,34721
2540356,951935
2540485,10671
2541438,861361
254215,86075
254610,96070
2546377,305853
2548573,760201
2549523,792834
2551093,957012
2551870,861361
2552640,498598
2554713,849453
2554882,957012
2556172,330008
2556982,531962
2558051,374907
2558324,318581
2561883,717966
2563651,287001
2563686,256601
256595,68392
2567456,183551
2567462,359898
2569483,328652
2570040,159066
2570392,498598
2570867,978889
2573956,86879
2575229,65175
2575488,584071
257664,45902
2578762,355846
2582060,122317
25825,7392
2583048,655627
258366,42079
2586478,697596
2587925,183551
2588261,743697
2590809,470681
2591174,35384
2592690,555732
2593189,296030
2593449,810986
2596435,122317
2601790,706361
2604539,7286
2604968,796368
2607693,122317
2609513,514508
2610787,36203
2612202,305853
2612842,514508
2613092,592888
261419,10322
2614967,516560
2617072,772222
2621755,598165
2622045,532918
26228,8224
2624180,171836
2626186,951935
2626213,951935
2628077,798297
2628978,779890
2629066,122805
2629261,412126
2630002,523849
2630009,765296
2631414,969994
2633315,122317
2634521,390644
2637042,951935
2641936,717966
2643091,677775
264480,66744
2645070,677775
2646108,677775
2646805,716217
2647573,890052
2648363,109331
264939,10624
2649639,36203
2650632,872135
2650730,211717
2651260,851143
2653493,211717
2655072,246561
2656461,626367
2656706,148058
2657295,376361
2658843,122317
2658913,689680
2659165,288641
2661640,129836
2662032,532918
2662090,743697
2662210,597534
2662364,33365
2663559,861361
2664455,52505
2664669,1012002
2666646,179842
2667158,799896
2667695,536718
2668016,799698
2668488,602851
2668915,845114
2670257,798297
2670796,1012002
2671947,16016
2673246,333918
2673775,978889
2675587,851143
2676169,695351
2677056,934581
2678124,988780
2678706,951935
2678866,54281
2682982,747704
2684296,713234
2685834,233358
2687514,234905
2687847,799698
2688909,692844
2689316,47648
2689392,982684
2689608,390644
2690791,530960
2690965,743697
2692581,871953
2693394,908669
2694263,112320
2695665,115740
2696873,460083
2697097,779427
2697381,1022385
2697987,54281
2698116,171871
2699893,401807
2701238,1004732
2703090,1016166
2704288,54755
2705747,969994
2706508,692844
2707073,5578
2707297,523849
2707482,737013
2708585,883939
2709882,1029104
2710041,148358
2711961,1029871
2713960,301097
2715153,605387
2715626,701101
2715653,1029871
2716135,102567
2716450,453131
2716556,183551
2716565,1029104
2716591,975399
2717493,177845
2718168,964514
2718199,883939
2718481,115740
2718823,241096
2719297,54281
2719544,202495
2719870,975399
2720185,692844
2720348,512297
2720657,122317
2723797,645288
2725443,586080
2726822,975399
2726882,792193
2727005,797756
2728488,171854
2728801,139311
2731295,54281
2734400,99653
2735305,171854
2735373,125758
2741081,890052
2742441,149636
2744884,225391
2745142,564938
2745560,78111
2747063,363459
2747332,692844
2747525,554284
2747738,906072
2748436,18936
2748568,241096
2749587,109331
2751165,1015966
2751367,524138
2754120,767261
2756401,948024
2757731,948024
275813,102252
275822,102252
2760420,743697
2762328,507577
2763313,1015966
2764045,47648
2764494,489561
2764760,103935
276570,68392
2765835,122805
2766474,849320
2769191,1051848
2769400,153015
2771153,531962
2772304,524138
277287,102252
277296,102252
2774360,997493
2774575,58421
2775360,34721
2776123,524138
2776183,903765
2778464,186633
2778544,968378
2779307,246561
2782696,951935
2782963,1015903
2784812,772997
2786858,76550
27894,7878
2790132,800660
2790433,58867
2790565,171871
2790593,171871
2790625,171871
2791306,186633
2792782,609228
2792863,1062060
2792985,1043702
2793014,186633
279943,47107
2801403,787439
2802912,616482
2803864,1059515
2804059,1046500
2804860,34721
2805219,1062060
2806246,845868
2806720,1022385
2807990,12183
2808904,86396
2816504,788974
2816837,58285
28199,3058
2821329,560042
282157,96070
2822155,1069825
2822194,1069825
2823134,34721
2823702,122805
2824702,830811
2826494,12183
28265,3058
2828404,177081
2828606,1043702
2828657,172313
2830012,1053876
2830078,156391
2830904,34721
2831342,891366
2831699,1000950
2833922,1074593
2835446,34721
2835468,872135
2836254,272873
2836426,897619
2837823,317053
2838095,875159
2838141,234905
2839982,130910
2843038,849628
2843043,256601
2843718,550278
284561,19717
2845718,185413
2846307,692844
2846451,1074714
2846527,997204
284786,10624
2848976,648206
2849749,1074714
2851005,1074714
285104,68082
285118,96070
2852165,637815
2852388,186633
2852563,41740
2853098,1084606
2855066,1084606
2856184,597534
2857288,186633
2857552,1084606
2857684,215277
2857885,905729
2858348,735596
2858785,772222
2859728,215277
2860040,1084606
2861417,10671
2862370,34721
2862420,330008
2863001,574726
2866193,215277
2866500,186633
2869118,34721
2870198,171871
2870376,563653
2870869,626367
2870948,1032334
28723,10525
2873506,1074593
2873636,221035
2877134,40171
287751,96070
2878069,171871
2878238,171871
2881196,99653
2881420,997493
2882122,1059515
2882128,858918
288326,42893
2883759,73601
2883897,133860
2884550,18936
2885119,113865
2885406,129836
2886071,355846
2886962,215277
2890271,555732
2891077,409865
2891651,34721
28917,7425
2891887,713234
2892409,1059515
2895271,692844
2895701,367550
2896460,579564
2897791,665923
2898611,1019711
2898941,705608
2901345,224473
2901614,137482
2902440,290874
2902954,989469
2903012,409280
2905397,171871
2905412,171871
2905562,99653
2906474,597534
2906917,1106490
2906984,676060
2907367,906072
2907445,457524
2908687,1027014
2908817,684861
2910921,579564
2910971,783559
2912990,1109058
2913499,783111
2914814,1109058
2917276,615845
2917415,8508
291779,86726
2921260,1004732
2922198,797756
2922680,47648
2923619,42567
2924210,713234
2924739,34721
2924933,783559
2930782,1090661
2932431,890052
2932496,460467
2932653,305853
2932909,989469
2934480,171871
2934803,1043702
2935204,41120
2936131,34721
2936969,1049197
293715,119628
2938887,367550
2939119,186142
2939157,186142
2939783,1109058
2940916,705608
2940927,705608
2940937,705608
2941664,554284
2942698,350314
2942848,665923
2944199,684314
2944406,971967
2945199,516560
2945526,41740
2945814,849628
2948010,743697
2948406,118559
2949713,65175
2949800,1106490
2950820,890052
2953410,1057563
2953460,56361
2956932,338533
2958238,177955
2958348,776683
2959501,735596
2964591,773718
2964660,1043702
2965197,1085625
2966111,1106490
2969305,277744
2969373,701098
2969909,1085625
2970967,1106490
2971386,645153
2971418,776683
2973083,942899
297539,61973
2976357,34721
2976731,600468
2977715,98170
297772,86726
2979299,225391
2980066,925637
2980569,687970
2980581,687970
2981580,1112735
2983275,687970
2983300,1121244
2983334,1121244
2993505,52561
2993620,579564
2996614,1106490
2997091,744325
2997637,96652
2997912,776689
3001542,1112735
3007022,171871
3007096,171871
3007112,171871
3008601,334669
3008957,951935
3009023,579564
3009082,951935
3011778,1141245
3011898,190263
3012109,735596
3012699,773718
3013923,535153
3014344,1028439
