895004,|/8674197|/7873842|/7167797|/6164451|/5888159|/5707679|/6058242|/5498217|/5463578|/6058146|/5868044|/5970080|/5340674|/5340666|/5265011|/5340650|/5340723|/5315654|/5154801|/4420685|/4691639|/4411722|/4239298|/4398278|/4654213|/4611813|/4529090|/4533218|/4525663|/4013393|/3736559|/3790714|/3600604|/3637904|/3592138|/3555537|/3523746
53542,|/9167847|/9161171|/9152567|/6293492|/6287570|/6284360|/6280429|/6270048|/4969201|/4964926|/4959523|/4959520|/4932939|/4926088|/4849097|/4846522|/4843699|/4841953|/3751408|/3751199|/3747345|/3739827|/3739253|/3164373|/3161573|/3158628|/3139144|/3135870|/2020865|/1424699|/1373259|/1373224|/1354694|/1354677|/1283920|/1271478
1627296,|/9066817|/6256075|/6256065|/5191546|/5061060|/5060360|/5059297|/5037646|/4970119|/4969254|/4907275|/4798931|/4692020|/4679176|/4678758|/4678735|/4624743|/4624614|/4608797|/4602775|/4602441|/4592771|/4590515|/4540028|/4346471|/4319552|/4291178|/4287913|/4277109|/4277105|/4277082|/4273606|/4270518|/4270093|/4249165
949978,|/9964731|/9711269|/9629461|/9052793|/8659256|/8659085|/8590891|/8166362|/7787050|/7677718|/7479776|/7380938|/7296318|/7295656|/7287043|/7275423|/7268306|/7170063|/5826406|/5228523|/4893806|/4707346|/4615040|/4382282|/4316803|/4310769|/4307794|/4289011|/4288815|/4283757|/4277696|/4259691|/4252684|/4251837
610435,|/10026453|/10022063|/10018838|/10012823|/10009218|/10000054|/9996906|/9996218|/9993400|/9989768|/9986778|/9983348|/9980034|/9976550|/9972897|/9969770|/9966649|/9963729|/9960583|/9957389|/9953766|/9950438|/9947638|/9563866|/9045022|/7704265|/6113555|/5550776|/5128828|/4872500|/3981661
2808475,|/9774388|/9122775|/9111278|/9110342|/9044097|/9031505|/9026863|/9020411|/8679030|/8350982|/8470425|/8405612|/8399238|/8382374|/8369468|/8353335|/7383132|/8131700|/8336073|/8142937|/7564980|/7492403|/7416888|/7369104|/7053106|/7003606|/6707944|/6707989|/6763952|/6708002|/6649087
1188842,|/8766569|/6109623|/5638822|/5261797|/4890157|/4802660|/4794730|/4763112|/4332802|/4329016|/4292074|/4274237|/4097098|/4094372|/4077431|/4074773|/3994019|/3991512|/3974525|/3951089|/3938469|/3827293|/3807901|/3795176|/3573925|/3519444|/3508889|/3498761|/3474652|/3362139|/3361754
247753,|/9123624|/8879064|/8672037|/8455960|/8166352|/7963880|/7932223|/7551186|/7458128|/6979121|/6978648|/6974994|/6953930|/6952061|/6947927|/6933461|/6808515|/6760008|/6436893|/6422208|/6112068|/6053670|/5532971|/5517274|/5483138|/5355130|/5343714|/5340546|/5254162|/5234384
25383,|/8219600|/6001367|/3705880|/3646199|/3515599|/2291876|/2271158|/2252009|/2240687|/2210445|/2195500|/2166348|/2165830|/2122052|/2121233|/2120192|/2119854|/2037465|/2012694|/1991027|/1989262|/1250131|/1243075|/1230193|/1209893|/1058399|/1058379|/1051301|/1046161|/568014
760201,|/8011103|/6457631|/7961643|/7708323|/7588402|/6511585|/6476024|/5823624|/5143889|/4824453|/4815495|/4789115|/4736423|/4722208|/4667774|/4659771|/4644887|/4584139|/4512000|/4511888|/4138042|/3988251|/3872040|/3385768|/3289196|/3089073|/2548573|/2176145|/2040427|/2035953
3649878,|/9920609|/9762986|/9672311|/9246343|/9232351|/9145135|/9110036|/9106547|/9105804|/9048358|/8778672|/8776913|/8586823|/8578576|/8545738|/8542377|/8541281|/8528633|/8469769|/8467756|/8465941|/8362044|/8361489|/8355164|/8352257|/8351712|/8347521|/8346214|/8342826
3601846,|/9207522|/9191147|/9136299|/9136158|/9136145|/9088136|/9068433|/8742133|/8617970|/8425020|/8424981|/8289757|/8286713|/8286467|/8286435|/8279065|/8279027|/8271584|/8271567|/8271545|/8259544|/8246148|/8244190|/8244169|/8229596|/8229572|/8229514|/8229479|/8229436
845114,|/8324580|/7849208|/7223757|/6390694|/6376605|/6250063|/6126373|/5910535|/5720509|/5698234|/5595771|/5561757|/5548216|/5546834|/5383878|/5232776|/5232627|/5135891|/4591960|/4284848|/4250021|/4138526|/4121038|/3901119|/3269925|/2969107|/2668915|/2600753|/2589960
272747,|/9749004|/9459641|/9175983|/8914380|/8610991|/8495780|/8079000|/7707588|/7703710|/6843676|/5904709|/5838444|/5801720|/5782538|/5756592|/5734138|/5721430|/5715853|/5678763|/4994765|/5025795|/4979318|/4831825|/4688662|/4675823|/4672348|/4667801|/4565810
481548,|/9743153|/9563263|/9471297|/9463463|/9414242|/9410896|/9403816|/9387896|/9377527|/9233331|/9230618|/9001249|/8975864|/8973344|/8946394|/8890335|/8890321|/8859605|/8859229|/8836968|/8584032|/8547020|/8527225|/8465653|/8114854|/7971375|/6682927|/6621807
1498757,|/9722172|/9674148|/9682382|/9610696|/8730339|/8529264|/9007657|/9000186|/9000180|/8713309|/8746899|/8433274|/8660616|/8629604|/8622781|/8429397|/8248254|/8215006|/7514691|/7395731|/7400218|/7400201|/7400193|/7395734|/7395730|/7354066|/7269851|/7076656
60235,|/9692589|/9238795|/9238765|/9238754|/9238747|/9238734|/9238721|/9238706|/9238689|/8959790|/7370000|/8690803|/8154467|/8123981|/8089723|/8082899|/8034420|/7031274|/7030950|/6970218|/6965663|/6965361|/6954644|/6954600|/6927666|/6876915|/6876437|/6873483
149636,|/2742441|/2224253|/1944095|/1672547|/1601829|/1548506|/1471782|/1340492|/1208423|/1102110|/1015005|/713789|/701623|/648894|/624155|/602537|/564955|/561257|/551995|/540920|/535948|/522371|/517734|/490782|/488421|/481177|/479711|/479043
171871,|/4456997|/4439957|/4021489|/3929196|/3618364|/3603274|/3563346|/3327368|/3330465|/3326711|/3007112|/3007096|/3007022|/2934480|/2905412|/2905397|/2878238|/2878069|/2870198|/2790625|/2790593|/2790565|/2698116|/1239236|/1239190|/1156551|/1156546
246561,|/3947568|/3403224|/2779307|/2655072|/2496084|/2422358|/1870079|/1693838|/1572612|/1512473|/1509649|/1500996|/1500579|/1495313|/1372244|/1364859|/1345195|/1329781|/1329214|/1231089|/1177538|/1175735|/1175355|/1175327|/1175321|/1175311|/978828
172037,|/9970752|/9217431|/9178378|/9162374|/8676526|/8237875|/8131804|/8054276|/8049965|/8042627|/8036378|/8036378|/8042627|/8028159|/6646718|/6155530|/5139667|/4937063|/4840604|/4840578|/4188444|/3721313|/3721276|/3647983|/3030985|/623733
1547928,|/6879992|/6439071|/6183309|/6180668|/5781253|/5661153|/5272963|/4658589|/4446229|/4368119|/4343668|/4340249|/4296147|/4295440|/4279474|/4228291|/4187608|/4182985|/4182191|/4176194|/4139208|/4113503|/4109064|/4038014|/4030250|/4025429
34721,|/4222041|/4083841|/4070686|/4043803|/4010822|/3686783|/3418791|/3412931|/3403856|/3393269|/3340012|/3271699|/3216197|/3111416|/2976357|/2936131|/2924739|/2540321|/2891651|/2869118|/2862370|/2835446|/2830904|/2823134|/2804860|/2775360
18936,|/9639812|/9055062|/7386800|/6996612|/5654171|/4802052|/4778427|/4716625|/3851002|/3801085|/3746197|/3610363|/3572709|/3530564|/3522008|/3095117|/2904287|/2884550|/2766900|/2748436|/2672888|/2654227|/2541033|/2463817|/2420370
106764,|/7665971|/7639604|/1084137|/985565|/973353|/962290|/960444|/960213|/957769|/940937|/928243|/925051|/924123|/799539|/783300|/783158|/751561|/751368|/748618|/733130|/733030|/667117|/660699|/619468|/514368
296030,|/3952412|/3031810|/2593189|/2497149|/2470058|/2004214|/1989587|/1868261|/1826429|/1799661|/1780662|/1571447|/1447439|/1423964|/1420639|/1400007|/1369556|/1346731|/1339561|/1323454|/1277446|/1156920|/1079248|/976304|/951778
318581,|/9983852|/9001411|/8805603|/8048057|/7965662|/5697067|/5518391|/5544312|/5443837|/3988355|/3978768|/2636346|/2589526|/2558324|/2495690|/2408757|/2373182|/2365483|/2102563|/2094336|/2092199|/2050671|/1966257|/1489510
2950331,|/9942820|/9788764|/9722259|/9479759|/9535856|/9341380|/9147108|/9049281|/8526354|/8914157|/8739719|/8657594|/8657404|/8592313|/8585849|/8523355|/8414950|/8359110|/8309618|/7817472|/7721677|/7569093|/7501455|/7421498
2143802,|/9877352|/9846487|/9846467|/9615552|/9779633|/9614825|/8919114|/8581991|/8446377|/8512909|/8466471|/8462391|/8416945|/8429701|/8342432|/8342404|/8252261|/8225334|/8179851|/8127903|/8090740|/8081296|/7626106|/7499872
1661620,|/9661916|/9521932|/9503727|/9489767|/9368045|/9280202|/9251893|/8850670|/8618905|/8288992|/7530458|/7530239|/7529950|/7495276|/7495177|/7494810|/7471936|/7443292|/7443241|/7337824|/7337758|/6181933|/6088050|/5776710
2490734,|/6527381|/6527361|/6527351|/6527331|/6527294|/6445633|/6445624|/6445610|/6445588|/6445558|/6445536|/6384929|/6384935|/6384943|/6354590|/6354576|/6256468|/6255463|/6237789|/6237775|/6237316|/6237286|/6236379|/6236361
32152,|/1891536|/1455393|/1404128|/1395570|/1151107|/973417|/923874|/946077|/945355|/942175|/937193|/924505|/919489|/909582|/860790|/821189|/817083|/816931|/814884|/814579|/814006|/811787|/759776|/789184
186633,|/9965259|/9924244|/9919094|/9919059|/9919038|/9919009|/9918954|/9918922|/9161393|/9161375|/9161350|/9161332|/9158147|/9158127|/9158030|/8689761|/8685985|/2866500|/2857288|/2852388|/2793014|/2791306|/2778464
182304,|/9913143|/9900742|/9870944|/9798992|/9798160|/9739933|/9736369|/9626174|/9632835|/9574597|/9504631|/9487709|/9483785|/9442333|/9376432|/9352647|/9288093|/9252178|/9235303|/9203861|/9142126|/9141286|/9139123
301097,|/9291474|/6541687|/5851320|/5718139|/5174428|/4364048|/4298302|/4202946|/4100118|/4089718|/4025090|/3995338|/3954069|/3607208|/3314684|/3303332|/3163992|/2713960|/2179175|/2176452|/1787457|/1738742|/1713281
54281,|/8956091|/8923675|/8644725|/8476066|/8272469|/7944652|/7728883|/6792162|/6428271|/5949968|/5803930|/5169965|/4942348|/4867447|/4751033|/4623501|/3918299|/2678866|/2731295|/2719297|/2697987|/1887600|/1577037
3261632,|/8109734|/8082120|/7967089|/8082531|/8075369|/8002410|/7954535|/7940365|/7871426|/7845218|/7830104|/7815926|/7805793|/7803176|/7799360|/7802455|/7800546|/7797599|/7793264|/7793013|/7784412|/7784067|/7780266
2071561,|/7805008|/7511499|/7090168|/6965869|/6882826|/6661824|/6425719|/5985256|/5980093|/5980093|/5973792|/5899220|/5898994|/5891279|/5883531|/5883250|/5867736|/5857296|/5828101|/5822598|/5780574|/5363175|/5168865
137482,|/9801119|/9241088|/7237302|/6503042|/6475785|/6161184|/5596198|/5492188|/5169794|/5055814|/4325956|/4302480|/4137386|/3999849|/3735183|/2901614|/1190873|/1123538|/979104|/824856|/542500|/488113
1846730,|/9440876|/7967169|/8061619|/6673915|/6572047|/6007692|/5856317|/5689602|/5638300|/5595112|/5474957|/5435400|/5408789|/5408349|/5271684|/5172193|/5171617|/5009030|/4992409|/4960948|/4869489|/4797027
3021018,|/8263125|/7967537|/7885112|/7771177|/7663239|/7653944|/7636200|/7550155|/7550147|/7190003|/7183464|/7165852|/7150513|/7150777|/7154935|/7149643|/7149484|/7121183|/7120442|/7108864|/7083971|/7045184
1626111,|/4755661|/4755656|/4755645|/4755632|/4755625|/4755612|/4641593|/4611544|/4611395|/4611382|/4611266|/4608396|/4608384|/4608358|/4608290|/4608239|/4608216|/4608187|/4608171|/4608095|/4608077|/4608036
236042,|/7976001|/7355620|/7152750|/6833808|/6525751|/6285597|/6282130|/5895311|/5865227|/5427981|/4698511|/5320553|/5239615|/4499626|/3662722|/5212836|/5219648|/5098474|/4857540|/4423546|/2324963
7286,|/3197700|/2604539|/1558936|/1048099|/1012849|/980303|/977811|/596479|/531881|/531863|/420385|/419079|/400340|/317602|/241644|/227813|/189807|/187338|/139228|/66679|/24420
1387721,|/9915981|/9181144|/9180466|/9179849|/9179788|/8050727|/8050624|/6062018|/5655679|/5655642|/5456311|/5344968|/5344935|/5344881|/4844265|/4844212|/4508908|/4629471|/4265085|/4134435
563422,|/9361211|/9361054|/9021367|/7685878|/7199770|/5700219|/5769292|/5769325|/5769375|/5769311|/5700202|/6995875|/5767831|/5700216|/5769370|/5769336|/5769346|/5769356|/5766022|/5765732
1490967,|/8056812|/7888655|/7625299|/7370293|/6736659|/6288404|/5879273|/5381912|/5147770|/4893041|/4860833|/4842026|/4784905|/4733196|/4660708|/4655079|/4585275|/4537277|/4528876|/4248957
1012452,|/9725670|/9618352|/9507234|/9504495|/9363813|/9305090|/9231175|/9208426|/8399946|/8918988|/8769900|/8361314|/8279315|/8262555|/8088114|/7429851|/4543611|/3932438|/3913978
609228,|/9693253|/7511530|/6523899|/5076509|/4763738|/4754093|/4513061|/4368365|/4330063|/4271465|/4226212|/4079288|/3809500|/3600035|/3535951|/3535317|/3023409|/2792782|/1932371
114442,|/9409777|/7408970|/7126129|/1771017|/5801370|/5776077|/5600982|/5255810|/1304928|/4328860|/4275078|/4016023|/3889369|/3620861|/3443162|/3326982|/2414102|/2074998|/1478902
234905,|/5358598|/5358592|/4795005|/4702699|/4060784|/3968164|/3913670|/3736462|/3567219|/3430878|/3206419|/3129641|/3022557|/2914575|/2838141|/2789126|/2687514|/2198123|/2178610
376426,|/4663175|/3785144|/3715693|/3652597|/2343567|/2343534|/1526976|/1090483|/1041193|/1041179|/1030540|/1027153|/1025491|/1021702|/1017570|/1014081|/1012266|/1007971|/990865
3099518,|/10020035|/9974148|/9953890|/8546956|/8099045|/8098974|/7594680|/7502581|/7499460|/7349325|/7242296|/7234678|/7233913|/7233885|/7233677|/7233669|/7233512|/7233503
850215,|/9702496|/8995026|/8678428|/8522270|/8300137|/7947264|/7845639|/7689826|/7466359|/7424325|/7410116|/7390111|/7187397|/7111584|/7041669|/7026897|/5645296|/4707826
129836,|/9242212|/8742969|/8732723|/8732723|/8742969|/7363299|/7413753|/7348450|/7222377|/3980269|/3917052|/3648610|/3687277|/3641972|/3627058|/2885406|/2444370|/2661640
179842,|/8844448|/8747399|/7039002|/6579167|/6431816|/6380523|/6206035|/5591019|/5413171|/4446632|/4432182|/4039185|/3490289|/3421942|/2666646|/2627576|/2353102|/2171770
200296,|/8698170|/8698152|/8036359|/8036348|/8036339|/8036334|/8036326|/8036318|/8036303|/7545719|/7545711|/7545699|/6157417|/5391832|/5391821|/5355430|/5347727|/4966932
951935,|/8679863|/8679814|/8050523|/4217761|/4217704|/3767350|/3767317|/3061963|/3061938|/3009082|/3008957|/2782696|/2678706|/2637042|/2626213|/2626186|/2540356|/2500011
183551,|/5836748|/4874063|/4477005|/4227817|/4227778|/3995262|/3521388|/3480521|/3233514|/3014912|/2716556|/2587925|/2567456|/2491572|/2195218|/1960131|/1150895|/520264
354197,|/5556426|/5493468|/5493348|/5094210|/4933848|/4918537|/4841916|/4835983|/4800352|/4800324|/4800295|/4731399|/4524506|/4488738|/4488675|/4470712|/4465685|/4465450
3873995,|/9994102|/9991595|/9917262|/9894032|/9801244|/9721980|/9710436|/9702835|/9451869|/9448609|/9435239|/9415833|/9413897|/9345828|/9196844|/9162042|/9140443
244567,|/7460622|/4449711|/4434424|/4429654|/4323683|/4282020|/4047850|/3983821|/1385043|/1384748|/1157564|/1036885|/1036616|/752443|/714182|/688698|/648666
192734,|/7136509|/7015117|/6867546|/6769014|/6073667|/6073654|/5607789|/5508891|/5508869|/5508851|/4274459|/3741336|/3741312|/3055998|/1343605|/798512|/798507
57453,|/838203|/639122|/341023|/341021|/340949|/340938|/284445|/212619|/162875|/162872|/161315|/161302|/161276|/161263|/161231|/161187|/137310
125758,|/9999274|/9908365|/9850741|/9083890|/8902868|/8188030|/5658159|/6425143|/6124306|/4721576|/4223837|/3693639|/3409727|/3117604|/2735373|/2723116
183036,|/9926754|/9890108|/9888201|/9163951|/9163811|/9163800|/9154675|/9154665|/8678135|/8506996|/8030112|/8030062|/8023415|/7491059|/6124773|/671963
1938189,|/9868515|/8380260|/7855859|/6953699|/6792100|/6644242|/6636796|/6586420|/6417899|/6225970|/6206750|/5972772|/5933567|/5931701|/5440999|/5240011
183868,|/9747722|/8516693|/7628135|/7475224|/7475198|/7475058|/7475048|/7475032|/5768475|/5815327|/5420636|/2862079|/2334893|/2317932|/2092335|/1793760
469105,|/9417484|/9420381|/8932881|/8933563|/8014445|/7845299|/7426905|/7393329|/7399859|/7391193|/7373157|/7383042|/6568675|/6572759|/5953026|/5953016
3230883,|/9556943|/8976858|/8971578|/8902580|/8857447|/8854792|/8164608|/7926467|/7917018|/7913448|/7867886|/7867779|/7841565|/7767015|/7616216|/7604950
464011,|/9479539|/8579203|/7927624|/7592082|/7231416|/7121458|/6739957|/6706018|/6701715|/6693548|/5454648|/4407867|/5038122|/4728181|/4365088|/2233449
122317,|/8817861|/3130715|/2720657|/2658843|/2633315|/2607693|/2596435|/2582060|/2220113|/2233894|/2159651|/2141554|/2111394|/1351632|/1350456|/1347730
1125273,|/8577579|/8577570|/7710344|/7710321|/7710244|/7710246|/7710195|/7710188|/7710163|/7710102|/7710097|/7710054|/7710001|/7709915|/7707976|/7707962
1509834,|/7861354|/7834183|/7834171|/7741768|/7741625|/7538394|/7356813|/7349656|/7347302|/7032652|/6954674|/6954627|/6949561|/6940040|/6182953|/6137566
7658,|/7447541|/7442984|/6265511|/6257401|/6243918|/6217504|/5915752|/5547917|/5543099|/5509624|/5148205|/5148227|/5194966|/4959073|/4704739|/4696539
11977,|/6811281|/6545435|/6489371|/6428480|/5722484|/5178509|/4924564|/4748779|/4728249|/4476309|/4377766|/4344169|/4343813|/4175253|/3994616|/3233000
333918,|/5472113|/5353057|/5058104|/5054694|/5017729|/4997813|/4991195|/3755222|/3720147|/2673246|/2286730|/2262160|/2261281|/2030209|/1816719|/1692251
96070,|/5010989|/536188|/534732|/477118|/458039|/457835|/457819|/457801|/437125|/378970|/319448|/314314|/287751|/285118|/282157|/254610
305853,|/4942891|/4378899|/3135157|/2932653|/2612202|/2546377|/2442333|/1268081|/1133700|/1059390|/1015590|/950392|/946011|/828007|/823831|/795684
1478346,|/4467044|/4467021|/4466975|/4466940|/4466896|/4466872|/4466859|/4466826|/4465902|/4464247|/4464162|/4460594|/4460577|/4460561|/4460544|/4460475
35384,|/3916792|/3243387|/2635881|/2591174|/2349953|/2203505|/2019948|/1839199|/1810345|/1663564|/1636744|/1619582|/1592965|/1441899|/1367676|/1347933
2310690,|/10003897|/7793220|/9252335|/7765936|/9247997|/8013358|/9247997|/7765936|/9252335|/8703980|/8109059|/8009540|/7789691|/7525327|/7446037
4150168,|/9639684|/9611985|/9555663|/9533899|/9506128|/9497233|/9466167|/9442794|/9440629|/9440460|/9329390|/9306333|/9215790|/9213747|/9213547
3010,|/9151085|/8678970|/8678958|/8678968|/8678954|/8021423|/7503430|/7493957|/7483523|/7480620|/6634187|/6634199|/6634203|/6634160|/6575061
1130428,|/9055239|/8643276|/7912010|/7744342|/7742103|/7722434|/7381743|/7328671|/7230191|/7085739|/7069210|/7061634|/7024828|/6241179|/6470219
1930827,|/9052339|/8400768|/8364111|/8353231|/8309332|/8228230|/8228217|/7850557|/7850549|/7475864|/7450622|/7450448|/7435657|/6411778|/6407227
2122313,|/8234118|/8125948|/7762247|/7706676|/7330158|/6861089|/6785844|/6698673|/6341446|/6338409|/6009952|/5853916|/5777416|/5769719|/5468373
697945,|/5916711|/5718472|/5751783|/5626893|/5560660|/5324795|/5206428|/4687553|/4604942|/4576018|/4512485|/4093970|/4280382|/3994043|/4037361
65175,|/3690770|/2949713|/3064116|/2270917|/2575229|/2155869|/2186144|/2096508|/2151068|/2024622|/2024512|/2013150|/1968696|/1886722|/1885526
694149,|/2966284|/2178319|/2167025|/2156613|/2156587|/2156572|/2156552|/2088082|/2045503|/2045440|/2045427|/2043314|/2043246|/2039935|/2039902
2729099,|/9953957|/9323848|/9255793|/9211800|/9092825|/8919256|/8859120|/8780325|/8734283|/8492117|/8471335|/8433291|/8376400|/8370302
2860547,|/9480320|/7806626|/6788700|/6762357|/6758894|/6743211|/6740440|/6740435|/6737566|/6728396|/6722246|/6722240|/6722233|/6718671
26615,|/9360798|/8969331|/8751206|/7692720|/6151556|/5398968|/4881213|/4245487|/2510204|/2449126|/461491|/431985|/430132|/66815
804621,|/9103154|/6678762|/5630999|/5396867|/5370630|/4981509|/4331997|/4331988|/4256062|/4239249|/4230905|/2232183|/2205253|/2175473
177955,|/9020492|/5680251|/4018169|/2958238|/2838448|/2397674|/2340435|/1314068|/1098567|/1072377|/556493|/556058|/541855|/538336
3177709,|/8798330|/8798304|/8797620|/8443232|/8490190|/8490248|/8490113|/8490087|/8334299|/8298332|/7901460|/7901421|/7901382|/7378335
100414,|/5362908|/6062847|/4412246|/2066255|/1798477|/1747361|/1732491|/1314016|/1314012|/676548|/676545|/545211|/545207|/243905
2115189,|/7911280|/7695634|/6998565|/6972975|/6929426|/6916118|/6911259|/6910284|/6906791|/6903893|/6902185|/6896882|/6881169|/6856351
885676,|/7752073|/7747148|/7736937|/7693507|/7693500|/7693482|/6633272|/5349625|/5346587|/5341620|/5139887|/4803167|/4782723|/4744102
2807172,|/6831910|/6682799|/6682779|/6676085|/6664576|/6659831|/6657084|/6627221|/6627217|/6612567|/6612493|/6612453|/6612437|/6612307
58904,|/6556439|/6128423|/6037012|/6036562|/6036220|/5992085|/5991558|/5880871|/5522351|/5520156|/5406775|/4840377|/4818114|/3055665
35312,|/5900990|/6077257|/5771051|/5530509|/5386872|/5367576|/4949018|/4846609|/4842991|/4839319|/3076561|/3055612|/3045761|/2275409
1433633,|/5061871|/5061916|/4069233|/4030667|/4013303|/3916657|/3916614|/3916525|/3805231|/3758587|/3747900|/3747879|/3746605|/3746542
564961,|/4641538|/4605639|/4302535|/4142162|/3621067|/3503539|/3454921|/3394828|/3394436|/2433337|/2433234|/2433175|/2433123|/2433099
148516,|/3443261|/3439488|/3435797|/1789987|/1585423|/989478|/902799|/880291|/880284|/880273|/880271|/864258|/864253|/739186
169805,|/2131588|/2065810|/2010752|/1977152|/1968271|/1965530|/1948751|/1899145|/1885379|/1822707|/1778556|/1749474|/1724702|/1710522
1412953,|/10023976|/9963461|/10009566|/9974701|/9965078|/9932524|/9673516|/8777583|/8733083|/7567266|/7381433|/7343511|/7337771
3359969,|/9966781|/9938591|/9925938|/9835961|/9651115|/9545335|/9241588|/9169494|/9166863|/9163861|/9143268|/9127712|/8626343
1899808,|/9900015|/9903984|/9732290|/9547773|/8935096|/8808549|/8724062|/8671609|/8475671|/8248806|/7971222|/7631940|/7550178
957858,|/9936572|/9934065|/9929825|/9923922|/9306739|/9261257|/9123440|/9122679|/9107403|/8597203|/8591319|/8575658|/8562747
3470797,|/9733369|/9148535|/9105828|/9032265|/8998639|/8982598|/8849819|/8780823|/8719749|/8714957|/8039283|/8036517|/8032572
3339447,|/9219322|/9188793|/9071693|/8822121|/8651644|/8651626|/8255834|/8243133|/8218683|/8151264|/8053630|/7827637|/7827450
452660,|/8578850|/7440027|/7171166|/7141291|/5425816|/5298884|/4941047|/4794403|/4683190|/4678689|/4277624|/3974320|/3734379
2038439,|/7735886|/7728500|/7727149|/7709095|/7702836|/7701178|/7698709|/7697583|/7696879|/7692936|/7691804|/5446417|/5372124
